id,title,author,year,publisher,genre,rating,pages,language,description
1323,Book Title 1323,Author 23,1932,Publisher 3,Fantasy,4.3,532,French,Description for book 1323...
1324,Book Title 1324,Author 24,2020,Publisher 4,Fiction,4.7,601,French,Description for book 1324...
1325,Book Title 1325,Author 25,1923,Publisher 5,Thriller,3.1,193,Chinese,Description for book 1325...
1326,Book Title 1326,Author 26,2004,Publisher 6,Fiction,1.2,780,Chinese,Description for book 1326...
1327,Book Title 1327,Author 27,1990,Publisher 7,Mystery,2.4,410,Spanish,Description for book 1327...
1328,Book Title 1328,Author 28,1983,Publisher 8,Non-Fiction,2.4,749,Spanish,Description for book 1328...
1329,Book Title 1329,Author 29,2009,Publisher 9,Biography,4.2,656,Chinese,Description for book 1329...
1330,Book Title 1330,Author 30,1949,Publisher 10,Horror,4.5,368,German,Description for book 1330...
1331,Book Title 1331,Author 31,1964,Publisher 11,Horror,1.8,345,Spanish,Description for book 1331...
1332,Book Title 1332,Author 32,1980,Publisher 12,Horror,3.3,540,English,Description for book 1332...
1333,Book Title 1333,Author 33,1913,Publisher 13,Horror,4.2,725,German,Description for book 1333...
1334,Book Title 1334,Author 34,1960,Publisher 14,Fantasy,2.7,500,Chinese,Description for book 1334...
1335,Book Title 1335,Author 35,1999,Publisher 15,Fiction,3.9,308,French,Description for book 1335...
1336,Book Title 1336,Author 36,2006,Publisher 16,Biography,1.1,240,German,Description for book 1336...
1337,Book Title 1337,Author 37,1988,Publisher 17,Thriller,2.7,377,Chinese,Description for book 1337...
1338,Book Title 1338,Author 38,1962,Publisher 18,Science Fiction,1.8,752,Chinese,Description for book 1338...
1339,Book Title 1339,Author 39,1911,Publisher 19,Non-Fiction,2.2,794,Spanish,Description for book 1339...
1340,Book Title 1340,Author 40,1974,Publisher 0,Fantasy,4.0,721,French,Description for book 1340...
1341,Book Title 1341,Author 41,1956,Publisher 1,Non-Fiction,3.8,363,Spanish,Description for book 1341...
1342,Book Title 1342,Author 42,1989,Publisher 2,Fantasy,4.9,384,Spanish,Description for book 1342...
1343,Book Title 1343,Author 43,1904,Publisher 3,Mystery,4.9,527,Chinese,Description for book 1343...
1344,Book Title 1344,Author 44,1953,Publisher 4,Fiction,4.4,138,German,Description for book 1344...
1345,Book Title 1345,Author 45,1987,Publisher 5,Non-Fiction,3.1,250,German,Description for book 1345...
1346,Book Title 1346,Author 46,1989,Publisher 6,Mystery,2.8,125,German,Description for book 1346...
1347,Book Title 1347,Author 47,1985,Publisher 7,Fiction,3.6,476,Spanish,Description for book 1347...
1348,Book Title 1348,Author 48,2011,Publisher 8,Romance,3.6,196,Chinese,Description for book 1348...
1349,Book Title 1349,Author 49,1913,Publisher 9,Biography,2.8,659,French,Description for book 1349...
1350,Book Title 1350,Author 50,1934,Publisher 10,Romance,2.5,221,Chinese,Description for book 1350...
1351,Book Title 1351,Author 51,1937,Publisher 11,Horror,3.5,495,Chinese,Description for book 1351...
1352,Book Title 1352,Author 52,1982,Publisher 12,Fantasy,5.0,418,Spanish,Description for book 1352...
1353,Book Title 1353,Author 53,2010,Publisher 13,Horror,3.7,225,German,Description for book 1353...
1354,Book Title 1354,Author 54,1991,Publisher 14,Fiction,1.5,792,Chinese,Description for book 1354...
1355,Book Title 1355,Author 55,1916,Publisher 15,Science Fiction,3.9,279,Spanish,Description for book 1355...
1356,Book Title 1356,Author 56,1913,Publisher 16,Fiction,3.8,413,French,Description for book 1356...
1357,Book Title 1357,Author 57,1966,Publisher 17,Fantasy,4.9,601,English,Description for book 1357...
1358,Book Title 1358,Author 58,1982,Publisher 18,Horror,4.2,544,French,Description for book 1358...
1359,Book Title 1359,Author 59,1939,Publisher 19,Fantasy,4.0,237,Spanish,Description for book 1359...
1360,Book Title 1360,Author 60,1969,Publisher 0,Thriller,4.8,234,German,Description for book 1360...
1361,Book Title 1361,Author 61,1954,Publisher 1,Fiction,1.5,246,Chinese,Description for book 1361...
1362,Book Title 1362,Author 62,1964,Publisher 2,Fantasy,1.2,186,French,Description for book 1362...
1363,Book Title 1363,Author 63,1902,Publisher 3,Thriller,2.6,784,German,Description for book 1363...
1364,Book Title 1364,Author 64,1995,Publisher 4,Romance,3.3,432,French,Description for book 1364...
1365,Book Title 1365,Author 65,1909,Publisher 5,Science Fiction,4.9,465,Chinese,Description for book 1365...
1366,Book Title 1366,Author 66,1974,Publisher 6,Romance,1.1,492,English,Description for book 1366...
1367,Book Title 1367,Author 67,1926,Publisher 7,Fiction,1.9,181,English,Description for book 1367...
1368,Book Title 1368,Author 68,1953,Publisher 8,Fiction,4.1,577,Chinese,Description for book 1368...
1369,Book Title 1369,Author 69,1934,Publisher 9,Fiction,2.0,655,French,Description for book 1369...
1370,Book Title 1370,Author 70,1975,Publisher 10,Non-Fiction,4.7,490,French,Description for book 1370...
1371,Book Title 1371,Author 71,2000,Publisher 11,Fantasy,1.0,165,German,Description for book 1371...
1372,Book Title 1372,Author 72,2009,Publisher 12,Non-Fiction,3.2,176,Spanish,Description for book 1372...
1373,Book Title 1373,Author 73,1917,Publisher 13,Thriller,3.2,543,Chinese,Description for book 1373...
1374,Book Title 1374,Author 74,1932,Publisher 14,Mystery,2.0,168,English,Description for book 1374...
1375,Book Title 1375,Author 75,1997,Publisher 15,Fantasy,4.0,453,French,Description for book 1375...
1376,Book Title 1376,Author 76,2003,Publisher 16,Fantasy,4.3,311,Spanish,Description for book 1376...
1377,Book Title 1377,Author 77,1946,Publisher 17,Thriller,2.6,420,Chinese,Description for book 1377...
1378,Book Title 1378,Author 78,1939,Publisher 18,Thriller,1.1,460,French,Description for book 1378...
1379,Book Title 1379,Author 79,1989,Publisher 19,Fiction,1.1,513,Spanish,Description for book 1379...
1380,Book Title 1380,Author 80,1987,Publisher 0,Biography,1.8,518,French,Description for book 1380...
1381,Book Title 1381,Author 81,1936,Publisher 1,Fantasy,3.0,441,Spanish,Description for book 1381...
1382,Book Title 1382,Author 82,1987,Publisher 2,Fiction,4.3,206,French,Description for book 1382...
1383,Book Title 1383,Author 83,2009,Publisher 3,Horror,4.2,783,French,Description for book 1383...
1384,Book Title 1384,Author 84,2003,Publisher 4,Science Fiction,4.0,750,English,Description for book 1384...
1385,Book Title 1385,Author 85,1960,Publisher 5,Non-Fiction,1.3,663,Spanish,Description for book 1385...
1386,Book Title 1386,Author 86,2012,Publisher 6,Romance,4.1,405,German,Description for book 1386...
1387,Book Title 1387,Author 87,1975,Publisher 7,Romance,2.5,238,German,Description for book 1387...
1388,Book Title 1388,Author 88,1942,Publisher 8,Biography,1.8,565,French,Description for book 1388...
1389,Book Title 1389,Author 89,1984,Publisher 9,Romance,3.5,127,German,Description for book 1389...
1390,Book Title 1390,Author 90,1930,Publisher 10,Mystery,1.5,453,Spanish,Description for book 1390...
1391,Book Title 1391,Author 91,1959,Publisher 11,Thriller,2.9,336,French,Description for book 1391...
1392,Book Title 1392,Author 92,1973,Publisher 12,Horror,1.2,236,German,Description for book 1392...
1393,Book Title 1393,Author 93,1916,Publisher 13,Fantasy,3.7,734,English,Description for book 1393...
1394,Book Title 1394,Author 94,1953,Publisher 14,Mystery,3.8,640,Chinese,Description for book 1394...
1395,Book Title 1395,Author 95,1950,Publisher 15,Fantasy,4.6,274,Spanish,Description for book 1395...
1396,Book Title 1396,Author 96,1914,Publisher 16,Mystery,2.4,309,French,Description for book 1396...
1397,Book Title 1397,Author 97,2018,Publisher 17,Science Fiction,2.6,677,French,Description for book 1397...
1398,Book Title 1398,Author 98,1931,Publisher 18,Biography,2.5,604,French,Description for book 1398...
1399,Book Title 1399,Author 99,2021,Publisher 19,Thriller,2.0,416,German,Description for book 1399...
1400,Book Title 1400,Author 0,1988,Publisher 0,Science Fiction,4.2,112,Spanish,Description for book 1400...
1401,Book Title 1401,Author 1,1992,Publisher 1,Romance,2.1,351,Spanish,Description for book 1401...
1402,Book Title 1402,Author 2,1957,Publisher 2,Science Fiction,2.3,790,French,Description for book 1402...
1403,Book Title 1403,Author 3,1906,Publisher 3,Mystery,3.0,494,Chinese,Description for book 1403...
1404,Book Title 1404,Author 4,1972,Publisher 4,Romance,1.3,481,Spanish,Description for book 1404...
1405,Book Title 1405,Author 5,1952,Publisher 5,Romance,3.9,579,Chinese,Description for book 1405...
1406,Book Title 1406,Author 6,1960,Publisher 6,Mystery,1.8,335,German,Description for book 1406...
1407,Book Title 1407,Author 7,2017,Publisher 7,Fiction,1.7,598,French,Description for book 1407...
1408,Book Title 1408,Author 8,1931,Publisher 8,Science Fiction,1.9,604,English,Description for book 1408...
1409,Book Title 1409,Author 9,2021,Publisher 9,Horror,3.7,449,French,Description for book 1409...
1410,Book Title 1410,Author 10,1986,Publisher 10,Fiction,1.7,553,German,Description for book 1410...
1411,Book Title 1411,Author 11,2000,Publisher 11,Biography,3.7,373,French,Description for book 1411...
1412,Book Title 1412,Author 12,1928,Publisher 12,Fiction,3.8,502,English,Description for book 1412...
1413,Book Title 1413,Author 13,1970,Publisher 13,Thriller,1.4,431,German,Description for book 1413...
1414,Book Title 1414,Author 14,1992,Publisher 14,Romance,3.0,681,German,Description for book 1414...
1415,Book Title 1415,Author 15,2015,Publisher 15,Fantasy,3.4,119,Spanish,Description for book 1415...
1416,Book Title 1416,Author 16,1987,Publisher 16,Romance,4.2,388,German,Description for book 1416...
1417,Book Title 1417,Author 17,1983,Publisher 17,Science Fiction,4.5,467,Chinese,Description for book 1417...
1418,Book Title 1418,Author 18,1951,Publisher 18,Horror,1.8,245,Chinese,Description for book 1418...
1419,Book Title 1419,Author 19,1995,Publisher 19,Non-Fiction,4.4,294,English,Description for book 1419...
1420,Book Title 1420,Author 20,1979,Publisher 0,Horror,2.2,258,English,Description for book 1420...
1421,Book Title 1421,Author 21,1978,Publisher 1,Horror,4.9,578,German,Description for book 1421...
1422,Book Title 1422,Author 22,1999,Publisher 2,Horror,3.7,543,Chinese,Description for book 1422...
1423,Book Title 1423,Author 23,2016,Publisher 3,Science Fiction,2.0,375,English,Description for book 1423...
1424,Book Title 1424,Author 24,1963,Publisher 4,Mystery,1.5,552,French,Description for book 1424...
1425,Book Title 1425,Author 25,1949,Publisher 5,Fiction,2.2,247,English,Description for book 1425...
1426,Book Title 1426,Author 26,2005,Publisher 6,Thriller,4.2,274,German,Description for book 1426...
1427,Book Title 1427,Author 27,1908,Publisher 7,Science Fiction,3.7,626,Spanish,Description for book 1427...
1428,Book Title 1428,Author 28,2020,Publisher 8,Fiction,4.2,649,Chinese,Description for book 1428...
1429,Book Title 1429,Author 29,1926,Publisher 9,Biography,3.2,748,English,Description for book 1429...
1430,Book Title 1430,Author 30,1995,Publisher 10,Biography,3.1,548,Chinese,Description for book 1430...
1431,Book Title 1431,Author 31,2007,Publisher 11,Romance,3.8,354,French,Description for book 1431...
1432,Book Title 1432,Author 32,1908,Publisher 12,Fantasy,2.1,137,French,Description for book 1432...
1433,Book Title 1433,Author 33,1925,Publisher 13,Fantasy,2.0,135,English,Description for book 1433...
1434,Book Title 1434,Author 34,1993,Publisher 14,Thriller,2.9,796,Spanish,Description for book 1434...
1435,Book Title 1435,Author 35,1929,Publisher 15,Fiction,3.7,207,Chinese,Description for book 1435...
1436,Book Title 1436,Author 36,1948,Publisher 16,Mystery,1.3,297,Spanish,Description for book 1436...
1437,Book Title 1437,Author 37,2008,Publisher 17,Romance,1.5,761,English,Description for book 1437...
1438,Book Title 1438,Author 38,1904,Publisher 18,Biography,2.7,318,Chinese,Description for book 1438...
1439,Book Title 1439,Author 39,2004,Publisher 19,Mystery,4.0,358,Chinese,Description for book 1439...
1440,Book Title 1440,Author 40,2004,Publisher 0,Thriller,2.8,741,French,Description for book 1440...
1441,Book Title 1441,Author 41,1928,Publisher 1,Science Fiction,2.5,109,Spanish,Description for book 1441...
1442,Book Title 1442,Author 42,1953,Publisher 2,Biography,4.8,709,German,Description for book 1442...
1443,Book Title 1443,Author 43,1927,Publisher 3,Biography,2.5,292,German,Description for book 1443...
1444,Book Title 1444,Author 44,1953,Publisher 4,Fiction,4.8,702,English,Description for book 1444...
1445,Book Title 1445,Author 45,1914,Publisher 5,Science Fiction,4.2,154,Chinese,Description for book 1445...
1446,Book Title 1446,Author 46,1967,Publisher 6,Thriller,3.0,279,Spanish,Description for book 1446...
1447,Book Title 1447,Author 47,1933,Publisher 7,Romance,4.8,601,Chinese,Description for book 1447...
1448,Book Title 1448,Author 48,1905,Publisher 8,Fiction,3.6,735,German,Description for book 1448...
1449,Book Title 1449,Author 49,2015,Publisher 9,Fantasy,2.0,591,Chinese,Description for book 1449...
1450,Book Title 1450,Author 50,1977,Publisher 10,Thriller,2.1,556,German,Description for book 1450...
1451,Book Title 1451,Author 51,1946,Publisher 11,Mystery,4.4,703,French,Description for book 1451...
1452,Book Title 1452,Author 52,1944,Publisher 12,Mystery,3.9,778,English,Description for book 1452...
1453,Book Title 1453,Author 53,1985,Publisher 13,Non-Fiction,2.8,106,French,Description for book 1453...
1454,Book Title 1454,Author 54,2004,Publisher 14,Romance,1.5,568,Chinese,Description for book 1454...
1455,Book Title 1455,Author 55,1990,Publisher 15,Fantasy,4.2,552,Chinese,Description for book 1455...
1456,Book Title 1456,Author 56,1924,Publisher 16,Fantasy,3.0,518,German,Description for book 1456...
1457,Book Title 1457,Author 57,1911,Publisher 17,Fantasy,3.5,493,English,Description for book 1457...
1458,Book Title 1458,Author 58,1966,Publisher 18,Biography,4.9,202,Chinese,Description for book 1458...
1459,Book Title 1459,Author 59,1954,Publisher 19,Romance,1.7,704,French,Description for book 1459...
1460,Book Title 1460,Author 60,1978,Publisher 0,Horror,4.4,387,Spanish,Description for book 1460...
1461,Book Title 1461,Author 61,1948,Publisher 1,Non-Fiction,4.0,268,French,Description for book 1461...
1462,Book Title 1462,Author 62,1962,Publisher 2,Biography,4.7,183,German,Description for book 1462...
1463,Book Title 1463,Author 63,1951,Publisher 3,Thriller,1.8,433,English,Description for book 1463...
1464,Book Title 1464,Author 64,2012,Publisher 4,Fiction,1.6,116,French,Description for book 1464...
1465,Book Title 1465,Author 65,2013,Publisher 5,Biography,4.0,182,German,Description for book 1465...
1466,Book Title 1466,Author 66,1936,Publisher 6,Biography,1.5,334,Spanish,Description for book 1466...
1467,Book Title 1467,Author 67,1916,Publisher 7,Mystery,3.7,365,German,Description for book 1467...
1468,Book Title 1468,Author 68,2007,Publisher 8,Fantasy,2.5,639,Spanish,Description for book 1468...
1469,Book Title 1469,Author 69,1982,Publisher 9,Thriller,3.4,656,Chinese,Description for book 1469...
1470,Book Title 1470,Author 70,1954,Publisher 10,Thriller,1.0,552,French,Description for book 1470...
1471,Book Title 1471,Author 71,1922,Publisher 11,Thriller,4.7,419,Spanish,Description for book 1471...
1472,Book Title 1472,Author 72,1944,Publisher 12,Mystery,1.8,203,English,Description for book 1472...
1473,Book Title 1473,Author 73,1929,Publisher 13,Fiction,3.3,782,French,Description for book 1473...
1474,Book Title 1474,Author 74,1913,Publisher 14,Mystery,1.7,429,French,Description for book 1474...
1475,Book Title 1475,Author 75,1996,Publisher 15,Thriller,4.7,477,English,Description for book 1475...
1476,Book Title 1476,Author 76,1995,Publisher 16,Horror,4.9,724,Chinese,Description for book 1476...
1477,Book Title 1477,Author 77,1991,Publisher 17,Science Fiction,4.5,516,Spanish,Description for book 1477...
1478,Book Title 1478,Author 78,1970,Publisher 18,Science Fiction,2.7,598,German,Description for book 1478...
1479,Book Title 1479,Author 79,1953,Publisher 19,Fiction,2.1,711,English,Description for book 1479...
1480,Book Title 1480,Author 80,1978,Publisher 0,Non-Fiction,3.9,283,French,Description for book 1480...
